time_iso8601,stars_cumulative
2022-08-20 00:00:00+00:00,147
2022-08-22 00:00:00+00:00,148
2022-08-25 00:00:00+00:00,149
2022-08-26 00:00:00+00:00,150
2022-08-27 00:00:00+00:00,151
2022-09-05 00:00:00+00:00,152
2022-09-06 00:00:00+00:00,153
2022-09-07 00:00:00+00:00,154
2022-09-11 00:00:00+00:00,155
2022-09-13 00:00:00+00:00,156
2022-09-15 00:00:00+00:00,157
2022-09-16 00:00:00+00:00,158
2022-09-17 00:00:00+00:00,159
2022-09-26 00:00:00+00:00,160
2022-09-27 00:00:00+00:00,161
2022-10-03 00:00:00+00:00,162
2022-10-06 00:00:00+00:00,163
2022-10-08 00:00:00+00:00,164
2022-10-19 00:00:00+00:00,165
2022-10-20 00:00:00+00:00,166
2022-10-21 00:00:00+00:00,167
2022-10-25 00:00:00+00:00,168
2022-11-04 00:00:00+00:00,169
2022-11-15 00:00:00+00:00,170
2022-11-21 00:00:00+00:00,171
2022-11-23 00:00:00+00:00,172
2022-11-24 00:00:00+00:00,173
2022-11-30 00:00:00+00:00,174
2022-12-02 00:00:00+00:00,175
2022-12-05 00:00:00+00:00,176
2022-12-06 00:00:00+00:00,177
2022-12-11 00:00:00+00:00,178
2022-12-16 00:00:00+00:00,179
2022-12-21 00:00:00+00:00,180
2022-12-30 00:00:00+00:00,181
2023-01-06 00:00:00+00:00,182
2023-01-14 00:00:00+00:00,183
2023-01-20 00:00:00+00:00,184
2023-01-21 00:00:00+00:00,185
2023-01-22 00:00:00+00:00,186
2023-02-07 00:00:00+00:00,187
2023-02-08 00:00:00+00:00,188
2023-02-15 00:00:00+00:00,193
2023-02-20 00:00:00+00:00,194
2023-02-23 00:00:00+00:00,195
2023-02-25 00:00:00+00:00,196
2023-03-06 00:00:00+00:00,197
2023-03-12 00:00:00+00:00,198
2023-03-23 00:00:00+00:00,201
2023-03-24 00:00:00+00:00,202
2023-03-27 00:00:00+00:00,203
2023-03-31 00:00:00+00:00,205
2023-04-02 00:00:00+00:00,206
2023-04-04 00:00:00+00:00,207
2023-04-05 00:00:00+00:00,208
2023-04-17 00:00:00+00:00,209
2023-04-26 00:00:00+00:00,211
2023-04-29 00:00:00+00:00,212
2023-05-05 00:00:00+00:00,213
2023-05-14 00:00:00+00:00,214
2023-05-17 00:00:00+00:00,215
2023-06-08 00:00:00+00:00,216
2023-06-16 00:00:00+00:00,217
2023-06-29 00:00:00+00:00,218
2023-06-30 00:00:00+00:00,220
2023-07-05 00:00:00+00:00,221
2023-07-06 00:00:00+00:00,222
2023-07-28 00:00:00+00:00,223
2023-07-30 00:00:00+00:00,224
2023-08-09 00:00:00+00:00,226
2023-08-16 00:00:00+00:00,227
2023-08-18 00:00:00+00:00,228
2023-08-30 00:00:00+00:00,229
2023-08-31 00:00:00+00:00,230
2023-09-18 00:00:00+00:00,231
2023-09-21 00:00:00+00:00,232
2023-10-04 00:00:00+00:00,233
2023-10-16 00:00:00+00:00,234
2023-10-30 00:00:00+00:00,235
2023-11-01 00:00:00+00:00,237
2023-11-11 00:00:00+00:00,238
2023-11-24 00:00:00+00:00,239
2023-12-24 00:00:00+00:00,240
2024-01-04 00:00:00+00:00,241
2024-01-11 00:00:00+00:00,242
2024-01-21 00:00:00+00:00,243
2024-02-05 00:00:00+00:00,244
2024-02-09 00:00:00+00:00,245
2024-02-20 00:00:00+00:00,246
2024-03-06 00:00:00+00:00,247
2024-03-15 00:00:00+00:00,248
2024-04-10 00:00:00+00:00,250
2024-05-21 00:00:00+00:00,251
2024-05-28 00:00:00+00:00,252
2024-06-02 00:00:00+00:00,254
2024-06-05 00:00:00+00:00,255
2024-06-23 00:00:00+00:00,256
2024-06-25 00:00:00+00:00,257
2024-06-26 00:00:00+00:00,258
2024-07-07 00:00:00+00:00,259
2024-07-14 00:00:00+00:00,260
2024-07-16 00:00:00+00:00,261
2024-07-23 00:00:00+00:00,262
2024-07-28 00:00:00+00:00,263
2024-08-04 00:00:00+00:00,264
2024-08-06 00:00:00+00:00,265
2024-08-12 00:00:00+00:00,266
2024-08-14 00:00:00+00:00,267
2024-08-16 00:00:00+00:00,268
2024-09-04 00:00:00+00:00,269
2024-09-08 00:00:00+00:00,270
2024-09-09 00:00:00+00:00,272
2024-09-13 00:00:00+00:00,273
2024-09-18 00:00:00+00:00,275
2024-09-27 00:00:00+00:00,276
2024-09-30 00:00:00+00:00,277
2024-10-01 00:00:00+00:00,278
2024-10-02 00:00:00+00:00,279
2024-10-09 00:00:00+00:00,280
2024-10-10 00:00:00+00:00,282
2024-10-20 00:00:00+00:00,283
2024-11-03 00:00:00+00:00,284
2024-11-05 00:00:00+00:00,285
2024-11-15 00:00:00+00:00,286
2025-01-15 00:00:00+00:00,287
2025-01-16 00:00:00+00:00,288
2025-01-25 00:00:00+00:00,289
2025-01-26 00:00:00+00:00,290
2025-02-20 00:00:00+00:00,291
2025-03-07 00:00:00+00:00,292
2025-03-29 00:00:00+00:00,293
2025-04-03 00:00:00+00:00,294
2025-04-19 00:00:00+00:00,295
2025-04-21 00:00:00+00:00,296
2025-05-20 00:00:00+00:00,297
2025-06-28 00:00:00+00:00,298
2025-07-10 00:00:00+00:00,299
2025-08-05 00:00:00+00:00,300
2025-08-08 00:00:00+00:00,301
2025-08-10 00:00:00+00:00,302
2025-08-14 00:00:00+00:00,303
2025-08-27 00:00:00+00:00,304
2025-09-02 00:00:00+00:00,305
2025-09-25 00:00:00+00:00,306
2025-09-29 00:00:00+00:00,307
2025-10-04 00:00:00+00:00,309
2025-11-01 00:00:00+00:00,310
2025-11-05 00:00:00+00:00,311
2025-11-06 00:00:00+00:00,312
2025-11-21 00:00:00+00:00,313
2025-11-27 00:00:00+00:00,314
2025-12-16 00:00:00+00:00,315
2025-12-19 00:00:00+00:00,316
2025-12-23 00:00:00+00:00,317
2025-12-28 00:00:00+00:00,318
2025-12-30 00:00:00+00:00,319
2026-01-01 00:00:00+00:00,320
2026-01-14 00:00:00+00:00,321
2026-02-11 00:00:00+00:00,322
2026-03-09 00:00:00+00:00,323
2026-03-13 00:00:00+00:00,324
2026-03-18 00:00:00+00:00,325
2026-03-19 00:00:00+00:00,326
2026-03-28 00:00:00+00:00,327
2026-04-04 00:00:00+00:00,328
2026-04-05 00:00:00+00:00,329
2026-04-08 00:00:00+00:00,330
2026-05-01 00:00:00+00:00,331
2026-05-10 00:00:00+00:00,332
